Sample_Name_unif	Sample_Name	species	total_reads	mapped_reads	mapping_efficiency	informative_reads	CpG_meth	avg_meth	CpG_measurements	coveredCpGs	conversionRate	k1_unmeth	k3_meth	totalMeasurements_k1	totalMeasurements_k3	total_reads_untrimmed	[CT]GG	CGG	TGG	[CT]GA	CGA	TGA	others	all_bases_Mio	As	Ts	Cs	Gs	Ns	perc_As	perc_Ts	perc_Cs	perc_Gs	perc_Ns	fragments_ref	fragments_uncovered	fragments_uncovered_perc	max_cont_sp	max_cont	cont	cont_rat	blast_count1	blast_species1	blast_count2	blast_species2	PDR_summ	N_sites	informative_reads_cphpg	CpG_meth_cphpg	avg_meth_cphpg	CpG_measurements_cphpg	coveredCpGs_cphpg	informative_reads_cphph	CpG_meth_cphph	avg_meth_cphph	CpG_measurements_cphph	coveredCpGs_cphph	mean_overlap	min_overlap	max_overlap	conversion_type	res_mapRate_nonMotifReads	min_overlap_perc	max_overlap_perc	PDR_mean	V1	Fortlaufende Nr	Patho-Nr	English	Tierart	scientific_name	sex	age	Entnahme	Tissue	Well_y	Well_x	DNA (ng/µl)	Volume (µl)	DNA prep date	comment	Box	RRBS-status	Experiment ID	pre-BC_CT	Enrichment cycles	Pool	Adapter	FlowCell	lane	renamed	Experiment_new lib prep	pre-BC CT_uc	Adapter_uc	unconverted	renamed_uc	Experiment_unconverted	enrichtment_uc	Flowcell_uc	lane_uc	abbreviation_sp	replicate
NSL_2_H	NSL_2_H	NSL	29174327	27807305	95.31	27652748	66.959516051	61.5302835163	89252350	1352177	99.0858680144	0.009749	0.984897	142482	365688	29497642	28281592	77.93	17.95	494151	1.25	0.42	2.45	1504.379742	424324329	612797991	64010216	403076189	171017	28.21	40.73	4.25	26.79	0.01	1185387	791470	66.77	|NZ_LMIE01000020.1|	42152	312995	0.010614491549085	9	Cyprinus carpio	5	Oryzias latipes	177141	596696	23743025	1.13373058056	0.981886443409	63236946	1067209	26637645	1.10025879099	0.899782988233	175633794	3019332	927685.846153846	627373	1199425	converted	-1.58391918985786	46.3972542056255	88.7032540858187	0.296869762827302	1928	E25217	S23330	Northern sand lance	NA	Ammodytes dubius	NA	NA	13.05.2016	Heart	F	5	87,0	22	NA	NA	NWU2	prepped	AK39	11.62	12	4	TruSeq LT Index 13	315	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSL	2
NSL_2_K	NSL_2_K	NSL	25873310	23997966	92.75	23791911	66.9695495265	61.0483212757	72844062	1131289	98.8998064529	0.011521	0.985433	28643	286477	26151419	24110441	74.89	17.31	866520	2.57	0.75	4.49	1333.722369	381037283	558304646	54710855	339506249	163336	28.57	41.86	4.1	25.46	0.01	1185387	851956	71.87	|NZ_LMIE01000020.1|	19625	271742	0.0103936293266023	5	Cyprinus carpio	5	Dicentrarchus labrax	192630	491980	19953493	1.37709501805	1.14888907223	50895253	840024	22760332	1.3797835247	1.09759370825	148904097	2401008	795509.307692308	574225	978200	converted	-1.95161471607487	50.7584710891735	86.4677372448596	0.391540306516525	1927	E25218	S23330	Northern sand lance	NA	Ammodytes dubius	NA	NA	13.05.2016	Kidney	F	4	109,2	22	NA	NA	NWU2	prepped	AK38	12.99	14	6	TruSeq LT Index 12	313	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSL	2
NSL_2_SK	NSL_2_SK	NSL	22569128	20130746	89.2	19863946	67.2138428803	62.6613484703	62054121	1656003	98.765030763	0.011443	0.986321	41511	394115	22851684	20811373	73.82	17.25	214842	0.61	0.33	7.99	1165.435884	327611769	484533692	47912492	305321242	56689	28.11	41.58	4.11	26.2	0	1185387	683205	57.64	|NZ_LMIE01000020.1|	26597	264728	0.0115936347123044	6	Oryzias latipes	4	Austrofundulus limnaeus	198155	690589	16898679	1.32761758185	1.27856505825	44100689	1298645	19058321	1.30000422285	1.23390299601	122688980	3678203	1039086.76923077	666000	1334352	converted	-1.9869700551342	40.2173184468869	80.5766656219826	0.286936224005885	1929	E25222	S23330	Northern sand lance	NA	Ammodytes dubius	NA	NA	13.05.2016	Skin	F	6	59,7	22	NA	NA	NWU2	prepped	AK38	10.87	11	2	TruSeq LT Index 14	308	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSL	2
NSL_3_G	NSL_3_G	NSL	19301538	11840885	61.35	11488064	67.123730994	62.6006497733	36489650	1396538	98.4973636859	0.010254	0.985955	85043	183058	19643865	12003255	49.56	11.55	181803	0.41	0.51	37.97	1001.837115	291465590	441352785	35071153	233767133	180454	29.09	44.05	3.5	23.33	0.02	1185387	746314	62.96	|NZ_LMIE01000020.1|	21463	337087	0.0171615634374853	8	Cyprinus carpio	6	Oryzias latipes	215197	593045	9449537	1.70249849641	1.49434864733	24576594	999680	10726494	1.70479995664	1.52510940148	66162270	2807857	915466.538461538	599508	1118626	converted	-0.480832611206857	42.9281551952041	80.0999328339078	0.362867910529555	1934	E25233	S23331	Northern sand lance	NA	Ammodytes dubius	NA	NA	13.05.2016	Gills	F	11	99,4	22	NA	NA	NWU2	prepped	AK38	10.85	12	4	TruSeq LT Index 20	310	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSL	3
NSL_3_H	NSL_3_H	NSL	17168671	15859562	92.38	15709936	65.2361420329	60.6172406742	49132893	914084	98.8065253426	0.011446	0.985694	38964	183701	17474111	16010802	73.89	17.73	468086	2.05	0.63	5.7	891.179661	251702400	370456012	38854952	230056678	109619	28.24	41.57	4.36	25.81	0.01	1185387	920590	77.66	|NZ_LMIE01000020.1|	19879	299893	0.0171675807371699	7	Dicentrarchus labrax	5	Notothenia coriiceps	178964	407973	12942188	1.46841380335	1.22677983656	33058499	630407	14809408	1.40210233441	1.19701972082	93324277	1772385	683616.230769231	493373	822115	converted	-1.35764501987817	53.9745800167162	89.938670844255	0.438666284288421	1932	E25227	S23331	Northern sand lance	NA	Ammodytes dubius	NA	NA	13.05.2016	Heart	F	9	104,7	22	NA	NA	NWU2	prepped	AK38	11.85	14	6	TruSeq LT Index 18	313	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSL	3
NSL_3_K	NSL_3_K	NSL	18018592	17124089	95.04	17021308	67.88226139	62.3506275038	54501583	1336882	98.9111796375	0.013412	0.985741	14838	186263	18258138	17537911	79.37	16.69	218188	0.89	0.31	2.75	931.165038	262802330	382193903	40264395	245742997	161413	28.22	41.04	4.32	26.39	0.02	1185387	794587	67.03	|NZ_LMIE01000020.1|	29304	233876	0.0128113121855422	10	Oryzias latipes	7	Cyprinus carpio	188663	587488	14156409	1.47028907813	1.18110102627	36837577	946937	16104618	1.45821539412	1.0676389945	101868797	2649376	933386.846153846	617200	1193045	converted	-1.56270598642227	46.1671261936356	89.2408604499126	0.321135069992919	1933	E25234	S23331	Northern sand lance	NA	Ammodytes dubius	NA	NA	13.05.2016	Kidney	F	10	100,4	22	NA	NA	NWU2	prepped	AK38	11.18	12	4	TruSeq LT Index 19	310	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSL	3
NSL_3_KF	NSL_3_KF	NSL	28876736	27508084	95.26	27335265	68.8853835401	62.5991233907	87521093	1579661	98.9131630101	0.011934	0.985115	88988	231838	29263339	28337882	79.79	17.05	324340	0.79	0.31	2.05	1492.430289	417119340	612316589	64995348	397902791	96221	27.95	41.03	4.36	26.66	0.01	1185387	712860	60.14	|NZ_LMIE01000020.1|	49557	375876	0.0128491700321404	7	Larimichthys crocea	7	Oryzias latipes	176267	674213	22869647	1.54429985426	1.15319982414	60025330	1098142	25884467	1.48575513603	1.07092870628	163787747	3088163	1028718.15384615	666921	1193045	converted	-1.90211724139181	42.2192483070735	75.5253817116457	0.261441117273028	1931	E25229	S23331	Northern sand lance	NA	Ammodytes dubius	NA	NA	13.05.2016	Kidney	F	8	101,4	22	NA	NA	NWU2	prepped	AK38	9.79	11	3	TruSeq LT Index 16	308	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSL	3
NSL_3_SK	NSL_3_SK	NSL	14631590	12370782	84.55	12224095	65.9842997304	61.970672472	38727369	1378757	98.6592427001	0.014835	0.985237	11190	245344	14844874	12669119	69.18	16.16	113683	0.47	0.29	13.89	757.088574	216223620	316243426	30396140	194091977	133411	28.56	41.77	4.01	25.64	0.02	1185387	772305	65.15	|NZ_LMIE01000020.1|	21902	208516	0.014048494376351	8	Cyprinus carpio	8	Oryzias latipes	207554	586793	10090613	1.46168683085	1.37130277254	26067912	990852	11511512	1.49024598692	1.34798602853	71694660	2763920	936218.153846154	604744	1166505	converted	-1.10308657865102	43.8615361517657	84.6055541331794	0.353709059242356	1935	E25231	S23331	Northern sand lance	NA	Ammodytes dubius	NA	NA	13.05.2016	Skin	F	12	60,5	22	NA	NA	NWU2	prepped	AK38	10.41	12	4	TruSeq LT Index 21	310	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSL	3
NSR_1_BL	NSR_1_BL	NSR	18749450	18154021	96.82	17936162	82.512634106	74.1528092806	42700273	2341961	99.0888456173	0.013889	0.984552	648	159181	19948278	17016823	71.53	13.78	1741811	7.3	1.43	5.96	1017.362178	301140113	394568694	47865535	273710932	76904	29.6	38.78	4.7	26.9	0.01	1102315	291100	26.41	|NZ_CBRG010000178.1|	46311	1197125	0.0600130912132312	23	Oryzias latipes	13	Danio rerio	55471	723414	13190432	1.75861171415	1.05330920288	33678050	1356976	15338205	1.70656367416	0.867037582025	94263734	3746139	NA	NA	NA	converted	1.96575685169859	NA	NA	0.0766794670824728	914	E02356	S03246	Northern searobin	NA	Prionotus carolinus	f	NA	22.10.2009	Blood	H	6	78,6	22	NA	NA	NWU1	prepped	AK21	9.09	9	4	TruSeq LT Index 21	243	4	NA	NA	NA	NA	NSR_1_BL_uc	NA	AK_uc_03	6	283	5	NSR	1
NSR_1_BL	NSR_1_BL_uc	NSR	12178600	11206936	92.02	11115369	96.3314101816	87.5977581186	30629809	1237957	7.11395043499	0.995751	0.99297	706	1138	12855895	11251702	87.39	0.13	904740	6.85	0.18	5.44	655.650645	157764152	152007623	166956280	178801141	121449	24.06	23.18	25.46	27.27	0.02	1102315	702278	63.71	|NZ_LMIE01000020.1|	41517	676280	0.0526066375780099	38	Oryzias latipes	30	Danio rerio	43316	437215	10301785	98.8264349684	95.0168326331	29662620	1330691	11049772	98.3725073383	92.2986620517	86588396	3668255	NA	NA	NA	unconverted	-1.79605122421384	NA	NA	0.0990725386823416	914	E02356	S03246	Northern searobin	NA	Prionotus carolinus	f	NA	22.10.2009	Blood	H	6	78,6	22	NA	NA	NWU1	prepped	AK21	9.09	9	4	TruSeq LT Index 21	243	4	NA	NA	NA	NA	NSR_1_BL_uc	NA	AK_uc_03	6	283	5	NSR	1
NSS_1_F	NSS_1_F	NSS	35291384	22812964	64.64	20892223	18.4953358644	14.9466543294	48730290	1370075	98.5088760343	0.010828	0.98581	41375	494417	35857349	24407074	13.07	55	1024477	0.36	2.5	29.08	1828.724799	579137222	873308154	16974792	359179868	124763	31.67	47.76	0.93	19.64	0.01	986067	441797	44.8	|NZ_AMYT01000014.1|	19496	560153	0.0156238882351427	2	Homo sapiens	2	Spirometra erinaceieuropaei	19029	346588	15463086	1.77831643654	1.61853481813	28082930	821311	20614540	1.81488029774	1.4756928684	115002792	3281398	764534.166666667	628526	898688	converted	-4.44063058585152	45.8752987975111	65.5940733171542	0.0549038050942329	2345	E25915	S23291	Northern shortfin squid	NA	Illex illecebrosus	NA	NA	NA	Fin	D	12	112,1	100	NA	NA	NWU6	prepped	AK42	11.65	11	3	TruSeq LT Index 27	330	2	NA	NA	NA	NA	NSS_1_F_uc	NA	AK_uc_35	8	425	3	NSS	1
NSS_1_F	NSS_1_F_uc	NSS	9917944	6395866	64.49	6290773	95.8414268247	89.8297052437	18138609	1193950	11.508271262	0.996099	0.986735	51265	3317	10070027	7639501	75.68	0.19	291118	2.31	0.59	21.25	513.571377	143441451	147340936	107872942	114858984	57064	27.93	28.69	21	22.36	0.01	986067	611744	62.04	|NZ_AMYT01000014.1|	8006	146501	0.0145537946301732	4	Danio rerio	3	Octopoteuthis megaptera	48768	369274	5325596	96.5426652145	89.9851288319	11207593	822594	6310466	95.8888152381	88.2559050412	42752030	3231743	NA	NA	NA	unconverted	-10.0833426997202	NA	NA	0.132064537443741	2345	E25915	S23291	Northern shortfin squid	NA	Illex illecebrosus	NA	NA	NA	Fin	D	12	112,1	100	NA	NA	NWU6	prepped	AK42	11.65	11	3	TruSeq LT Index 27	330	2	NA	NA	NA	NA	NSS_1_F_uc	NA	AK_uc_35	8	425	3	NSS	1
NSS_1_G	NSS_1_G	NSS	27314821	17444265	63.86	15946248	18.313088435	16.4715226683	35295389	843323	98.7189964745	0.012905	0.98461	23557	85575	27782916	18113834	12.76	52.44	4425310	3.13	12.8	18.87	1416.928716	451117320	678769963	14430328	272390550	220555	31.84	47.9	1.02	19.22	0.02	986067	637031	64.6	|NZ_JTLV01000006.1|	7445	464704	0.0167280286416518	3	Mus musculus	1	Danio rerio	20325	205670	11136428	1.57073682857	1.26983012722	19800995	480382	15519513	1.64702171091	1.29250658391	84834152	1947241	560269.666666667	466543	739961	converted	-12.2117341110917	55.3219822061061	87.7434861850086	0.0988233578061944	2347	E25920	S23291	Northern shortfin squid	NA	Illex illecebrosus	NA	NA	NA	Gills	E	2	129,1	100	NA	NA	NWU6	prepped	AK46	14.56	14	4	TruSeq LT Index 1	356	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSS	1
NSS_1_H	NSS_1_H	NSS	16173080	8965248	55.43	7917020	18.3627850933	16.9230747155	17422880	816345	98.4552858016	0.011687	0.984662	24386	94404	16675420	9946359	12.4	47.24	493795	0.4	2.56	37.39	850.44642	272643238	411056705	9499310	157188444	58723	32.06	48.33	1.12	18.48	0.01	986067	647286	65.64	|NZ_CP010899.1|	6485	500698	0.0300283144086827	3	Danio rerio	1	Bacillus thuringiensis str. Al Hakam	21202	201991	5625128	1.67997789128	1.53212669839	9901531	474436	7821921	1.7341409824	1.55942483795	42289438	1917587	556603.333333333	440776	746734	converted	-5.07702668891942	53.9938383894064	91.4728454268722	0.104965072701259	2348	E25922	S23291	Northern shortfin squid	NA	Illex illecebrosus	NA	NA	NA	Heart	E	3	133,9	100	NA	NA	NWU6	prepped	AK42	12.92	12	3	TruSeq LT Index 3	330	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSS	1
NSS_1_MA	NSS_1_MA	NSS	17743262	13215854	74.48	12268340	16.7892609518	15.5940417434	26865107	968181	98.6978446135	0.010623	0.985072	31442	191180	18001618	14421928	15.66	64.46	591850	0.49	2.8	16.6	918.082518	295319005	432643757	8473891	181584319	61546	32.17	47.12	0.92	19.78	0.01	986067	612835	62.15	|NZ_AMYT01000014.1|	4636	256032	0.0142242331193761	2	Hexaplex trunculus	1	Arabidopsis thaliana	21189	239741	8745808	1.42554757818	1.40626549818	15344542	570562	11977887	1.49161945095	1.2901905973	65682776	2295381	634720	497579	898688	converted	-6.30739248818399	51.3931795810907	92.8223131831755	0.0883828798578466	2346	E25916	S23291	Northern shortfin squid	NA	Illex illecebrosus	NA	NA	NA	Mantle	E	1	99,2	100	NA	NA	NWU6	prepped	AK42	12.97	12	3	TruSeq LT Index 1	330	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSS	1
NSS_2_G	NSS_2_G	NSS	40938823	25364749	61.96	22376986	21.5739216702	18.199594199	48870749	776756	98.6733901252	0.009605	0.981305	14368	14549	41769651	26848105	13.17	51.11	8424387	4.01	16.16	15.55	2130.252201	688142844	1006953577	22041558	412927596	186626	32.3	47.27	1.03	19.38	0.01	986067	633614	64.26	|NZ_JTLV01000006.1|	12909	810863	0.0194219817715821	2	Danio rerio	1	Drosophila melanogaster	19391	187908	15138993	1.96858308322	1.26122177737	26759687	416912	21864752	2.07964124081	1.35361858944	115020288	1702474	511426.5	440776	628526	converted	-15.9028315088854	56.7457476994062	80.9167872536549	0.103194116269664	2352	E25935	S23292	Northern shortfin squid	NA	Illex illecebrosus	NA	NA	NA	Gills	E	7	126,3	100	NA	NA	NWU6	prepped	AK45	13.77	13	7	TruSeq LT Index 7	349	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSS	2
NSS_2_H	NSS_2_H	NSS	27425200	18414008	67.14	16610658	19.5344226935	17.2746114286	36374138	825606	98.54831638	0.013785	0.983456	47372	149662	27960231	21556061	15.71	61.38	1397934	0.92	4.08	17.9	1425.971781	447406234	684875924	14191300	279339955	158368	31.38	48.03	1	19.59	0.01	986067	636210	64.52	|NZ_AMYT01000014.1|	11593	531799	0.0190215133434307	3	Mus musculus	2	Homo sapiens	20982	201270	11540281	1.76171922211	1.4638380413	20398978	462334	16155737	1.85681686001	1.4643621853	88732966	1877004	561570.833333333	486868	709275	converted	-10.5783174465508	58.9709861604688	85.9096227498347	0.10424802504099	2351	E25931	S23292	Northern shortfin squid	NA	Illex illecebrosus	NA	NA	NA	Heart	E	6	116,6	100	NA	NA	NWU6	prepped	AK46	14.79	13	1	TruSeq LT Index 1	356	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSS	2
NSS_2_MA	NSS_2_MA	NSS	32586148	25971848	79.7	24240018	16.6244441155	14.2236450026	54499237	959474	99.0255240956	0.007682	0.98526	100882	285952	32943940	28658125	15.84	71.15	721101	0.3	1.89	10.82	1680.14094	533225454	785754696	13823394	347062193	275203	31.74	46.77	0.82	20.66	0.02	986067	613806	62.25	|NZ_AMYT01000014.1|	11096	351608	0.0106746491957764	5	Homo sapiens	2	Danio rerio	19535	250062	17612859	1.20752144222	1.08815793341	31229566	567693	23660145	1.28545391373	0.95749621562	131566473	2265858	628346.833333333	535325	864021	converted	-6.70337228564846	55.7935910717747	90.0515282331778	0.078120626084731	2350	E25928	S23292	Northern shortfin squid	NA	Illex illecebrosus	NA	NA	NA	Mantle	E	5	107,2	100	NA	NA	NWU6	prepped	AK42	12.55	13	1	TruSeq LT Index 5	324	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSS	2
NY_1_B	NY_1_B	NY	16004798	11991529	74.92	11217249	48.3396299883	43.9894428423	37768878	1574344	88.8191259036	0.012536	0.984551	33504	8636981	19129443	10946102	30.59	26.63	298043	0.52	1.04	41.22	975.601593	240835913	395024337	72504947	262334574	4901822	24.69	40.49	7.43	26.89	0.5	1668334	1207432	72.37	|NZ_CBRG010000178.1|	102319	2606792	0.140059016455803	83	Ovis canadensis canadensis	57	Bos taurus	181790	806793	10285375	1.43205353117	10.5461602194	30677573	1473237	11078083	1.50442220812	11.4847206147	82623612	3307808	1049535.09090909	817613	1345758	converted	11.4127034483509	51.9335672508677	85.480555710823	0.225324215752987	582	1313	Z/1152/11	Nyala	Nyala	Tragelaphus angasii	m	adult	22.12.2011	Brain	F	1	18,8	100	10.03.2016	NA	8	prepped	AK22	11.93	13	7	TruSeq LT Index 6	246	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NY	1
NY_1_H	NY_1_H	NY	13568363	11843855	87.29	11554759	49.4747402181	43.1318738713	38245097	2958712	98.643307965	0.022059	0.985037	1224	432725	14999856	12087719	48	32.59	216538	0.78	0.66	17.97	914.991216	212652642	377895642	44663234	279595243	184455	23.24	41.3	4.88	30.56	0.02	1668334	648336	38.86	|NZ_CBRG010000178.1|	56717	1426617	0.0951396400662088	73	Ovis canadensis canadensis	61	Bos taurus	196069	1548535	10549803	1.17485880855	1.40682200116	34277684	2903454	10989880	1.07265170648	1.34310916385	80934300	6672959	1750381.18181818	1345758	2325510	converted	3.71938166904124	45.4845892401829	78.5987280951982	0.126615801386472	577	1313	Z/1152/11	Nyala	Nyala	Tragelaphus angasii	m	adult	22.12.2011	Heart	E	8	21,1	100	10.03.2016	NA	8	prepped	AK22	8.94	10	4	TruSeq LT Index 1	244	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NY	1
NY_1_L	NY_1_L	NY	17004664	13982659	82.23	13589968	48.9796215504	50.8284472901	41692393	2211538	98.4519922001	0.042312	0.98467	969	779018	18633789	14184296	52.93	23.19	215012	0.42	0.74	22.72	1136.661129	291642360	465653796	52308227	326955257	101489	25.66	40.97	4.6	28.76	0.01	1668334	903730	54.17	|NZ_ACEP01000098.1|	122146	1625312	0.0872417281732502	113	Ovis canadensis canadensis	78	Bos taurus	210796	1137798	12236506	1.10482704014	1.65981979179	37109631	2153717	12917640	0.953234128095	1.51826710727	93002410	4881694	1429715.63636364	1092274	1938581	converted	3.50017856687341	49.3897911769999	87.6575939459327	0.185266629050148	578	1313	Z/1152/11	Nyala	Nyala	Tragelaphus angasii	m	adult	22.12.2011	Liver	E	9	137,3	100	10.03.2016	NA	8	prepped	AK22	9.86	12	5	TruSeq LT Index 2	244	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NY	1
NY_1_LN	NY_1_LN	NY	23640282	10781012	45.6	9552690	53.2959759135	55.0784604423	28181080	1772292	98.347668727	0.010736	0.984606	1304	612884	26082063	9535427	27.01	9.55	439418	0.31	1.37	61.76	1330.185213	362571747	594409366	48474557	317992639	6736904	27.26	44.69	3.64	23.91	0.51	1668334	1111477	66.62	|NZ_ACEP01000098.1|	239588	2429231	0.0931805317927518	115	Ovis canadensis canadensis	66	Bos taurus	201962	896255	8771077	1.07275500049	1.75706462192	25602644	1702293	9381420	0.930039319499	1.62265607854	64942289	3906867	1169830.45454545	905510	1503598	converted	5.20430590953299	51.0925964795869	84.839179999684	0.22533988652783	581	1313	Z/1152/11	Nyala	Nyala	Tragelaphus angasii	m	adult	22.12.2011	Lymphnode	E	12	129,6	100	10.03.2016	NA	8	prepped	AK22	11.67	13	7	TruSeq LT Index 5	246	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NY	1
NY_1_LU	NY_1_LU	NY	15365469	7959802	51.8	7285545	52.8623249928	51.8462234837	21882535	2566118	98.4805728413	0.008065	0.98468	620	424399	16787484	7417893	32.05	12.13	263389	0.66	0.9	54.24	856.161684	248965067	361830304	30848400	213996664	521249	29.08	42.26	3.6	24.99	0.06	1668334	873273	52.34	|NZ_ACEP01000098.1|	152643	1417419	0.0844403696286824	139	Ovis canadensis canadensis	75	Bos taurus	231593	1237338	6524217	0.931165376764	1.56848813896	19085385	2383861	7011171	0.828001284608	1.51815512338	48783750	5477385	1549595.54545455	1164616	2106073	converted	4.27092495836674	45.3843509924329	82.0723365020627	0.187170360887648	710	1313	Z/1152/11	Nyala	Nyala	Tragelaphus angasii	m	adult	22.12.2011	Lung	H	9	15,2	100	02.06.2016	NA	9	prepped	AK24	9.43	9	11	TruSeq LT Index 20	250	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NY	1
NY_1_S	NY_1_S	NY	12046415	10409156	86.41	10169873	51.3752157053	54.4508249745	29983228	1720694	98.3422086295	0.019886	0.984439	1408	565650	13369692	10407770	57.64	20.21	477798	2.22	1.35	18.58	681.854292	168296187	279379694	35497968	195231892	3448551	24.68	40.97	5.21	28.63	0.51	1668334	1163796	69.76	|NZ_ACEP01000098.1|	73913	1319584	0.0987245702219564	99	Ovis canadensis canadensis	79	Bos taurus	201307	853046	9054331	1.04925692141	1.68053673174	25984377	1669762	9627655	0.90193217186	1.66321119815	69271359	3815229	1153060	893089	1473738	converted	3.52846283812087	51.9028368786083	85.6478839352029	0.235986101570138	579	1313	Z/1152/11	Nyala	Nyala	Tragelaphus angasii	m	adult	22.12.2011	Spleen	E	10	157,2	100	10.03.2016	NA	8	prepped	AK22	10.94	13	7	TruSeq LT Index 3	246	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NY	1
NY_2_B	NY_2_B	NY	14614702	12020877	82.25	11757555	56.8580915926	45.021789247	29445258	2211049	97.9906725214	0.016349	0.984787	734	282326	16449017	5610061	22.47	11.63	9081378	30.6	24.6	10.69	1003.390037	273313536	424378188	43889393	261740792	68128	27.24	42.29	4.37	26.09	0.01	1668334	722294	43.29	|NZ_ACEP01000098.1|	187434	1818604	0.11066574187811	139	Ovis canadensis canadensis	69	Bos taurus	191271	889876	7852851	2.32509703568	2.00411270621	18669459	1638581	9756003	2.74730660198	2.04185550246	59203112	3851505	1108153.09090909	817613	1441414	converted	-4.99217387517703	36.9785111049099	65.1914091456137	0.214941182816482	588	1902	Z/920/12	Nyala	Nyala	Tragelaphus angasii	m	adult	07.12.2012	Brain	F	7	8,8	100	10.03.2016	NA	8	prepped	AK22	7.94	9	1	TruSeq LT Index 12	244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NY	2
NY_2_H	NY_2_H	NY	15661828	13410409	85.62	13050615	47.3388698544	45.2745047143	43198657	2240873	98.0438600406	0.012636	0.984908	1741	988266	17750227	13432567	46.46	29.22	194699	0.45	0.65	23.23	1082.763847	262691254	437304777	58832081	323839226	96509	24.26	40.39	5.43	29.91	0.01	1668334	918829	55.07	|NZ_CBRG010000178.1|	84434	2081926	0.117332820852846	66	Bos taurus	62	Ovis canadensis canadensis	210495	1200108	11986990	1.18768224631	1.89922235199	38282616	2191555	12479698	1.08048081807	2.00067119686	92953355	4935201	1445055.90909091	1106122	1979176	converted	6.25789501350095	49.3612087789	88.3216496427955	0.175396714295713	583	1902	Z/920/12	Nyala	Nyala	Tragelaphus angasii	m	adult	07.12.2012	Heart	F	2	25,6	100	10.03.2016	NA	8	prepped	AK22	10.03	12	5	TruSeq LT Index 7	244	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NY	2
NY_2_L	NY_2_L	NY	15334655	10172340	66.34	9635199	50.1733613561	52.6528113375	30189972	2285586	97.4175535301	0.010491	0.98486	2383	1073941	16523673	9880010	42.56	17.24	237012	0.44	0.99	38.77	842.707323	217577837	360207427	34763005	230078606	80448	25.82	42.74	4.13	27.3	0.01	1668334	991718	59.44	|NZ_ACEP01000098.1|	130486	1183101	0.0716235800535854	116	Ovis canadensis canadensis	89	Bos taurus	212243	1163115	8720486	1.09380274523	2.41507400809	26285033	2203903	9224530	0.952450186058	2.68599393974	65591250	5032252	1452804.81818182	1094106	1942053	converted	3.61331565186327	47.8698241938829	84.9695876681079	0.182478086861574	584	1902	Z/920/12	Nyala	Nyala	Tragelaphus angasii	m	adult	07.12.2012	Liver	F	3	90,6	100	10.03.2016	NA	8	prepped	AK22	10.9	11	6	TruSeq LT Index 8	246	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NY	2
NY_2_LN	NY_2_LN	NY	15482202	9078788	58.64	8471505	55.9402792031	56.8989140006	24889055	1992908	98.2762962571	0.009852	0.984942	609	483532	16770152	8667120	40.07	11.61	269714	0.52	1.09	46.71	855.277752	230386888	373627775	32636856	218544519	81714	26.94	43.68	3.82	25.55	0.01	1668334	1052059	63.06	|NZ_ACEP01000098.1|	148756	1283900	0.0765742451690353	129	Ovis canadensis canadensis	87	Bos taurus	216402	961330	7611880	1.10876352056	1.73647452443	22256186	1932892	8120823	0.959896675653	1.7422250329	57526610	4464881	1288619.90909091	967888	1667726	converted	3.78302127934802	48.5666172246787	83.6830400600529	0.225106883172272	587	1902	Z/920/12	Nyala	Nyala	Tragelaphus angasii	m	adult	07.12.2012	Lymphnode	F	6	161,8	100	10.03.2016	NA	8	prepped	AK22	10.76	11	6	TruSeq LT Index 11	246	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NY	2
